osm_id,name,lat,lon,state,amenity,office,social_facility,social_facility_for,addr_street,addr_suburb,addr_postcode,phone,website,email,opening_hours,wheelchair
,Berry Park Gatehouse,-32.7572625,151.6588323,NSW,social_facility,,assisted_living,senior,McFarlanes Road,,,,,,,
,Huntington's SA & NT,-34.963683,138.5669387,SA,social_facility,,,,,,,,https://huntingtonssant.org.au/,,,
,QCWA Mitchell,-26.4875203,147.9738577,QLD,community_centre,,,,Cambridge Street,Mitchell,4465,,,,,
,Booringah Blokes Mens Shed Mitchell,-26.489035,147.9788071,QLD,community_centre,,,,,,,,,,,
,Morven Progress Association - Community Meeting Room,-26.4146153,147.1142666,QLD,community_centre,,,,,,,,,,,
,Burke and Beyond,-37.8063307,145.0684785,VIC,social_facility,,,,Naroo Street,,,,,,,
,Over 50's Community Centre,-27.5877736,153.0247785,QLD,community_centre,,,,Chardean Street,Acacia Ridge,4110,,,,,
,Everard Park Care Community,-34.956101,138.5752946,SA,social_facility,,assisted_living,senior,,,,,,,,
,The Mission to Seafarers,-33.8571962,151.2036656,NSW,social_facility,,,seafarer,Hickson Road,Millers Point,2000,,https://missiontoseafarers.org/sydney,,,
,Vines Road Community Centre,-38.123121,144.3282713,VIC,community_centre,,,,,,,,https://vinesroadcommunitycentre.org.au,,,
,Czech House,-37.8033394,144.9507234,VIC,community_centre,,,,Queensberry Street,North Melbourne,3051,,,,,
,Healesville Senior Citizens Centre,-37.6529288,145.5164781,VIC,community_centre,,,,,,,,,,,
,Liberty Health Services,-27.5106079,153.0324965,QLD,social_facility,,,,,,,,,,,
,Yerecoin Hall,-30.9226259,116.3908289,WA,community_centre,,,,,,,,,,,
,Headspace,-27.3023787,152.9888824,QLD,social_facility,,outreach,juvenile,Gympie Road,,,+61 7 3465 3000,https://headspace.org.au/headspace-centres/strathpine/,headspace.strathpine@openminds.org.au,Mo-Tu 08:30-17:00; We-Th 09:30-18:00; Fr 08:00-17:00; PH off,
,Bollon Civic Centre,-28.0322394,147.4812293,QLD,community_centre,,,,,,,,,,,
,QCWA Dirranbandi,-28.5832196,148.2280069,QLD,community_centre,,,,,,,,,,,
,Dirranbandi Information Centre / RTC,-28.5859762,148.226927,QLD,community_centre,,,,,,,,,,,
,Shenton Park Community Centre,-31.9606722,115.8106771,WA,community_centre,,,,Onslow Road,,,,,,,
,Meadowvale,-38.0665142,145.4809899,VIC,social_facility,,,,Eagle Drive,,,,,,,
,Centacare NENW,-30.0210902,148.115451,NSW,social_facility,,,,,,,,https://www.centacarenenw.com.au/,,,
,Walgett Youth Centre,-30.0188039,148.1188972,NSW,community_centre,,,,Pitt Street,Walgett,2832,,,,,
,Asren Care Australia,-32.0518315,115.9847671,WA,social_facility,,,,,,,,,,,
,CWA Burren Junction,-30.1039725,148.9656887,NSW,community_centre,,,,Waterloo Street,Burren Junction,2386,,,burrencwa@outlook.com,,
,Pilliga Community Link Inc. / RTC / CTC@Pilliga,-30.3512577,148.8888413,NSW,community_centre,,,,Dangar Street,Pilliga,2388,,,,,
,Pilliga Local Aboriginal Land Council,-30.3527458,148.8938541,NSW,,ngo,,,,,,,,,,
,Glenollan Village,-37.8732332,145.2916754,VIC,social_facility,,,,Saint Elmo Avenue,,,,,,,
,CWA Wee Waa,-30.2246722,149.4452983,NSW,community_centre,,,,Rose Street,Wee Waa,2388,+61 428 688 664,,cwaweewaa@outlook.com,,
,Wee Waa Local Aboriginal Lands Council,-30.2257759,149.4419476,NSW,,ngo,,,Rose Street,Wee Waa,2388,+61 2 6795 3735,,weewaalalc@outlook.com.au,,
,Louis Joel Arts & Community Centre,-37.8695753,144.8284977,VIC,community_centre,,,,Sargood Street,Altona,3018,+61 3 9398 2511,https://www.ljac.com.au/,,Mo-Fr 09:00-17:00; Sa-Su 11:00-15:00,
,Mekong Mounties,-33.8945968,150.9341016,NSW,community_centre,,,,,,,+61 2 9725 8500,https://www.mekongmounties.com.au/,,Mo-Su 10:00-03:00,
,Namoicare Connect,-30.2237673,149.444283,NSW,social_facility,,assisted_living,senior,Cowper Street,Wee Waa,2388,+61 2 6795 4265,https://namoicare.wildapricot.org/,info@namoicare.org.au,,
,Australian Unity Home Care Service,-29.8681976,150.5687234,NSW,social_facility,,assisted_living,senior,Riddell Street,Bingara,2404,,,,,
,Delungra Home & Community Care,-29.6539419,150.8289999,NSW,social_facility,,assisted_living,senior,Inverell Street,Delungra,2403,+61 2 6729 1899,,,,
,CWA Delungra,-29.6535127,150.8320005,NSW,community_centre,,,,Burnett Street,Delungra,2403,+61 488 170 524,,delungracwa@gmail.com,,
,Amma's Care,-27.4307705,153.0407801,QLD,social_facility,,,,,,,,,,,
,Radha Krishna Cultural Centre,-27.9654529,153.4040184,QLD,community_centre,,,,,,,,,,,
,Right at Home,-31.4813247,118.2748563,WA,social_facility,,ambulatory_care,,George Street,,,+61 8 6008 3000,https://www.rightathome.com.au/,,,
,Drake Commuunity Hall,-28.9288285,152.3750643,QLD,community_centre,,,,,,,,,,,
,Allbright Manor Aged Care Facility,-37.7701978,145.2938114,VIC,social_facility,,,,,,,,,,,
,CASPA,-28.8638759,153.0455233,QLD,social_facility,,outreach,child,Centre Street,Casino,2470,+61 2 6627 3700,https://caspa.org.au/home,,,
,Pillars of Potential,-28.8080139,153.2801697,QLD,social_facility,,outreach,disabled,Woodlark Street,Lismore,2480,+61 2 5611 6562,https://pillarsofpotential.com/,deb@pillarsofpotential.com,,
,Tresillian Family Care Centre,-28.8096617,153.2888184,QLD,social_facility,,outreach,family,Uralba Street,Lismore,2480,+61 2 6624 0380,https://www.tresillian.org.au/services-locations/locations/lismore-day-services/,TFCC-lismore@health.nsw.gov.au,,
,Momentum Collective,-28.8097005,153.2889858,QLD,social_facility,,outreach,disabled,Uralba Street,Lismore,2480,,https://mymomentum.org.au/,,,
,Kevin Heinze GROW,-37.7902749,145.1424672,VIC,social_facility,,workshop,disabled,,,,+61 3 9848 3695,https://kevinheinzegrow.org.au/,,,
,The Institute of Postcolonial Studies (IPCS),-37.8023482,144.9484643,VIC,,ngo,,,,,3051,+61 3 9958 6704,https://ipcs.org.au/,,We-Fr 08:00-18:00,
,Club Paramount,-41.1763426,146.351352,TAS,social_facility,,assisted_living,senior,William Street,Devonport,7310,,,,,yes
,Muru Mittigar - Head Office,-33.7521442,150.6978278,NSW,community_centre,,,,Henry Street,,,+61 2 4730 0400,https://www.murumittigar.com.au/,,,
,The Settlement Neighbourhood Centre,-33.8893762,151.1973034,NSW,community_centre,,,,,,,,,,"Mo-Fr 10:00-18:00; ""After School Drop-In: Mo-Fr 14:30-18:00; Holiday""",
,Little Pantry & FREE Library,-37.8058066,144.9478585,VIC,social_facility,,food_bank,,,,,,https://www.wmbc.org.au/little-pantry-and-library,,24/7,yes
,Casino-Boolangle Local Aboriginal Land Council,-28.864821,153.0460415,QLD,,ngo,,,Barker Street,Casino,2470,+61 2 6662 6286,,,,
,South Gundarimba Hall,-28.8887041,153.2596828,QLD,community_centre,,,,,,,,,,,
,Pambula Mens Shed,-36.9272772,149.8782916,VIC,community_centre,,,,Merimbola Street,Pambula,2549,+61 491 673 795,,,,
,NSW Sydney Jewish War Memorial Community Centre,-33.8787666,151.2202362,NSW,community_centre,,,,,,,,,,,
,China Cultural Centre,-33.8719279,151.2091174,NSW,community_centre,,,,Castlereagh Street,,,,https://cccsydney.org/,,,
,Groote Eylandt Aboriginal Trust,-13.9817596,136.4609571,NT,,ngo,,,,,,,,,,
,Emmaville Community Centre,-29.4486462,151.59859,NSW,community_centre,,,,,,,,,,,
,Arcare Birtinya,-26.74444,153.1213758,QLD,social_facility,,assisted_living,senior,,,,,,,,yes
,Rewind Sound and Studios,-34.911032,138.5607754,SA,community_centre,,,,Barrpowell Street,,,,https://rewind.org.au/,hello@rewind.org.au,"Mo-Su,PH 07:00-22:00",limited
,Burrage Court Retirement Village,-38.1796805,146.2634845,VIC,social_facility,,group_home,senior,,,,,,,,
,Arcare North Shore,-19.2511872,146.6976281,QLD,social_facility,,assisted_living,senior,Main Street,Burdell,4818,,,,,yes
,Victorian Pride Centre,-37.8606374,144.9762933,VIC,community_centre,,,,,,,,https://pridecentre.org.au/,,,
,Charter Care Services,-27.4340678,153.0421962,QLD,social_facility,,,,,,,,,,,
,Kirralee Aged Care Facility,-37.5673289,143.8903771,VIC,social_facility,,group_home,senior,Richards Street,Ballarat East,3350,+61 3 5331 5777,https://www.calvarycare.org.au/residential-aged-and-respite-care/calvary-kirralee,,,
,Connect Child and Family Services,-33.7203157,150.4301141,NSW,community_centre,,,,Benang Street,,,,https://www.connectcfs.org.au/,,,
,Gidget Foundation Australia,-33.8344805,151.2065054,NSW,,charity,,,,,,,,,,
,Durham Ox memorial Hall,-36.1254471,143.9169669,VIC,community_centre,,,,Boort Pyramid Road,Durham Ox,3576,,,,,
,Williamstown Italian Social Club,-37.8664187,144.8939867,VIC,community_centre,,,,Garden Street,,,,,,,
,Neighbourhood House,-36.0529671,144.1143453,VIC,community_centre,,,,Kelly Street,Pyramid Hill,3575,+61 3 5455 7129,https://pyramidhillhouse.org.au/,phnh@bigpond.com,,
,Mallee District Aboriginal Services,-35.7340908,143.9176823,VIC,community_centre,,,,Nolan Street,Kerang,3579,,https://www.mdas.org.au/,,,
,Wemen Hall,-34.7835825,142.6356852,VIC,community_centre,,,,Hattah - Robinvale Road,,,+61 447 398 231,,,,
,Calvary Aged Care,-37.7990374,145.1597696,VIC,social_facility,,,,Blackburn Road,,,,,,,
,Human Appeal,-37.7511742,144.9647428,VIC,,charity,,,Sydney Road,,,,https://www.humanappeal.org.au/,,,
,Memorial Hall,-36.0537961,144.1149839,VIC,community_centre,,,,Kelly Street,,,,,,,
,Diggerland Community Services,-34.3053089,142.1877079,VIC,community_centre,,,,Ilex Street,Red Cliffs,3496,,,,,
,St Bridget's Hall,-38.3198558,142.3252584,VIC,community_centre,,,,Koroit Port Fairy Road,Crossley,3283,,,,,
,,-37.8274905,145.0516301,VIC,social_facility,,,,Camberwell Road,,,,,,,
,Gooloogong Log Cabin Hall,-33.6135257,148.435785,NSW,community_centre,,,,,,,,,,,
,Port Macquarie Art and Craft Centre,-31.4367712,152.89405,NSW,community_centre,,,,Oxley Highway,Port Macquarie,2444,,http://www.pmacc.org.au/,,,
,The Hastings Mens Shed,-31.4364504,152.8940183,NSW,community_centre,,,,Oxley Highway,Port Macquarie,2444,,https://www.thehastingsmensshed.com/,,,
,Newport Village Men's Shed,-31.451378,152.8749035,NSW,community_centre,,,,Lincoln Road,Port Macquarie,2444,,,,,
,Glenthompson War Memorial Hall,-37.6381114,142.5481483,VIC,community_centre,,,,,,,,,,,
,,-26.7647732,152.9588658,QLD,community_centre,,,,,,,,,,,
,Hamersley,-31.9579389,115.8237557,WA,social_facility,,nursing_home,senior,Rokeby Road,,,,https://hallprior.com.au/nursing-homes/western-australia/subiaco/hamersley/,,,
,,-27.6129323,152.7569109,QLD,social_facility,,food_bank,,,,,,,,,
,Resthaven Community Services,-34.9524118,138.5899081,SA,social_facility,,,,,,,,,,,
,Narre Warren Youth Information Centre,-38.0238177,145.306529,VIC,community_centre,,,,Webb Street,Narre Warren,3805,,,,,
,Sarascare,-37.8139989,144.9389932,VIC,,ngo,,,,,,,,,,yes
,Youth and Community Activities Buildings,-33.6445069,115.3466592,WA,community_centre,,,,,,,,,,,
,Gidarjil Development Corporation,-24.8788658,152.352507,QLD,,ngo,,,Walker Street,Bundaberg South,4670,,,,,
,Suncare Community Services Ltd,-24.8769424,152.3528587,QLD,social_facility,,assisted_living,senior,,,,,,,,
,Humane Society International Australia,-33.6370225,151.3285757,NSW,,ngo,,,Old Barrenjoey Road,Avalon Beach,2107,,https://hsi.org.au/,,,
,New England Care,-29.7387612,151.7352832,NSW,social_facility,,assisted_living,senior,,,,,,,,
,Homes North,-29.7391468,151.7344731,NSW,social_facility,,,,,,,,,,,
,Victorian Foundation for Survivors of Torture Inc,-37.7675916,144.956621,VIC,,ngo,,,Gardiner Street,,3056,,http://https//foundationhouse.org.au,,,
,Limbri Community Hall,-31.0373671,151.1557851,NSW,community_centre,,,,,,,,,,,
,The Youth Booth,-29.7408887,151.735993,NSW,community_centre,,,,Wentworth Street,Glen Innes,2370,+61 418 281 657,,youth@gisc.nsw.gov.au,,
,Bendigo Foodshare,-36.7729119,144.2652054,VIC,social_facility,,food_bank,,Breen Street,Golden Square,3555,+61 3 5444 3409,https://bendigofoodshare.org.au/,,,
,Premer Community Hall,-31.4565373,149.8985581,NSW,community_centre,,,,Premer Street,Premer,2381,,,,,
,Coolah Men's Shed,-31.8251606,149.7234487,NSW,community_centre,,,,,,,,,,,
,RTC,-32.7537321,148.6478603,NSW,community_centre,,,,Forbes Street,Yeoval,2868,+61 2 6846 4146,,,,
,RSL NSW Veterans Advocacy Service,-33.0917959,148.8690236,NSW,social_facility,,,,Bank Street,Molong,2866,,,,,
,CWA Canowindra,-33.5640372,148.6610626,NSW,community_centre,,,,Blatchford Street,Canowindra,2804,+61 488 778 173,https://www.canowindracwa.org,secretary@canowindracwa.org,,
,Morongla Creek Public Hall,-33.9527077,148.6791917,VIC,community_centre,,,,,,,,,,,
,Rugby Hall,-34.3924114,148.9938624,VIC,community_centre,,,,,,,,,,,
,Upper Lachlan Community Care,-34.4570533,149.4688231,VIC,social_facility,,assisted_living,senior,,,,+61 2 4832 2399,,,,
,Uniting Clifton,-34.4561557,149.4696966,VIC,social_facility,,nursing_home,senior,,,,,,,,
,Binda Memorial Hall,-34.3231361,149.3646766,VIC,community_centre,,,,,,,,,,,
,Tuena Community Hall,-34.0161369,149.3280429,VIC,community_centre,,,,,,,,,,,
,Trunkey Creek Community Hall,-33.8182016,149.3247544,NSW,community_centre,,,,Arthur Street,Trunkey Creek,2795,,,,,
,Hobby Yards Community Hall,-33.6970058,149.3282562,NSW,community_centre,,,,Hobbys Yards Road,Hobbys Yards,2795,,,,,
,Soldiers Memorial Hall,-33.5302397,149.2544815,NSW,community_centre,,,,Church Street,Blayney,2799,,,,,
,Blayney Meals on Wheels,-33.5302742,149.2547196,NSW,social_facility,,food_bank,,Church Street,Blayney,2799,,,,,
,,-32.8035372,149.0782558,NSW,social_facility,,food_bank,,Molong Street,Stuart Town,2820,,,,,
,Stuart Town School of Arts,-32.8039054,149.078162,NSW,community_centre,,,,,,,,,,,
,Stuart Town RTC,-32.8040136,149.0781512,NSW,community_centre,,,,,,,,,,,
,CWA Mumbil Stuart Town,-32.8038648,149.0782263,NSW,community_centre,,,,Molong Street,Stuart Town,2820,,,,,
,Boehme's Hall,-32.803102,149.0754466,NSW,community_centre,,,,,,,,,,,
,Bamara Disability Support Services,-32.5559047,148.9432724,NSW,social_facility,,assisted_living,disabled,Maughan Street,Wellington,2820,,,,,
,Lucknow Men's Shed,-33.3456083,149.1607507,NSW,community_centre,,,,,,,,,,,
,Eumungerie Coboco RSS & AILA Memorial Hall,-31.9481959,148.620095,NSW,community_centre,,,,Railway Street,Eumungerie,2822,,,,,
,B2B Abilities,-32.2305965,148.2400646,NSW,social_facility,,,disabled,,,,,,,,
,Narromine Mens Shed,-32.2314252,148.2393797,NSW,community_centre,,,,,,,,,,,
,Mechanics Institute - Public Hall,-34.5534394,148.3691799,VIC,community_centre,,,,,,,,,,,
,St Vincent de Paul Society - Good Works,-34.5544485,148.3701749,VIC,,ngo,,,,,,+61 427 125 108,,,,
,CWA Binalong,-34.669116,148.6334399,VIC,community_centre,,,,,,,,,,,
,Community Space,-34.6691481,148.6334545,VIC,community_centre,,,,,,,,,,,
,RTC,-34.7826787,149.266249,VIC,community_centre,,,,,,,,,,,
,CWA Tarago,-35.0691915,149.6552217,VIC,community_centre,,,,Braidwood Road,Tarago,2580,,,,,
,CWA Braidwood,-35.4424482,149.7995558,VIC,community_centre,,,,Wallace Street,Braidwood,2622,,,,,
,Community Resource Centre,-31.4819727,118.2809079,WA,community_centre,,,,Barrack Street,,,+61 8 9041 1041,https://merredincrc.com.au/,merredin@crc.net.au,,
,Braidwood Life Centre,-35.447961,149.8004464,VIC,social_facility,,community_centre,,Keder Street,Braidwood,2622,+61 437 989 993,https://braidwoodlifecentre.org.au/,,,
,Bungendore Multipurpose Hall,-35.2556142,149.4448396,VIC,community_centre,,,,,,,,,,,
,Japara House,-37.8014946,145.3228891,VIC,community_centre,,,,,,,,,,,
,Japara House,-37.800933,145.3219568,VIC,community_centre,,,,,,,,,,,
,Michelago Memorial Hall,-35.7097066,149.1650739,ACT,community_centre,,,,,,,,,,,
,Ram Care,-27.6133247,153.1273762,QLD,social_facility,,nursing_home,senior,,,,,,,,
,CWA Adaminaby,-35.9956464,148.7742758,VIC,community_centre,,,,,,,,,,,
,Mates4Mates,-27.4111487,153.0191858,QLD,,charity,,,Stafford Road,Stafford,4053,,https://mates4mates.org/whom-we-are/our-locations/brisbane,brisbane@mates4mates.org,Mo-Fr 08:30-16:30,
,Open Arms,-27.4111649,153.0193557,QLD,,charity,,,Stafford Road,Stafford,4053,,https://www.openarms.gov.au/,,Mo-Fr 09:00-17:00,
,RSL Queensland Veteran & Family Wellbeing Centre,-27.4112796,153.0192585,QLD,,charity,,,Stafford Road,Stafford,4053,+61 7 3130 8800,https://www.rslqld.org/find-help/veteran-family-wellbeing-centre-brisbane,Brisbane@vfwc.org.au,Mo-Fr 08:30-16:30,yes
,Mission Australia,-35.3025154,148.2199555,VIC,,ngo,,,,,,,,,,
,Kings Cross Community Centre,-33.8723161,151.2256576,NSW,community_centre,,,,,,,,https://kingscross.org.au/home/,,,
,,-35.9646563,147.7335905,VIC,community_centre,,,,,,,,,,,
,Wymah Hall,-36.033169,147.2869271,VIC,community_centre,,,,Wymah Road,Wymah,2640,+61 417 797 112,,,,
,Conservation Society of WA,-31.9487623,115.8432916,WA,,charity,,,,,,,,,,
,Laharum Community Hall,-36.9462859,142.3227541,VIC,community_centre,,,,,,,,,,"""For community events""",
,Literary Institute,-35.7648354,146.9013817,VIC,community_centre,,,,,,,,,,,
,Soldiers Memorial,-35.7649051,146.9013683,VIC,community_centre,,,,,,,,,,,
,Scarbourough Community Hub,-31.8951372,115.7747185,WA,community_centre,,,,,,,,,,,
,Wilbundrie Memorial Hall,-35.6891735,146.7215142,VIC,community_centre,,,,,,,,,,,
,Resthaven Community Services,-34.8757428,138.5402861,SA,,ngo,,,,,,,,,,
,Peechelba Community Hall,-36.1898808,146.2296981,VIC,community_centre,,,,,,,,,,,
,MHA Care,-36.0129136,146.0039278,VIC,social_facility,,assisted_living,senior,Orr Street,Yarrawonga,3730,,https://mhacare.org.au/,,,
,Belong Blue Mountains,-33.7143161,150.3111595,NSW,community_centre,,,,,,,,https://www.belongbm.org.au/,,,
,Centacare Southwest NSW,-35.9909185,146.0036119,VIC,social_facility,,,,,,,,,,,
,Mooroopnah Hall,-36.3945182,145.3624756,VIC,community_centre,,,,,,,,,,,
,VMCH,-36.37766,145.400223,VIC,social_facility,,assisted_living,,,,,,https://www.vmch.com.au,,,
,RSL Hall,-36.3944723,145.3627152,VIC,community_centre,,,,,,,,,,,
,MG O'Brien Hall,-36.3944626,145.3625932,VIC,community_centre,,,,,,,,,,,
,RSL Hall,-36.0541562,144.1156184,VIC,community_centre,,,,,,,,,,,
,Pyramid Hill Community Centre Development Stage 1,-36.0540688,144.1160409,VIC,community_centre,,,,,,,,,,,
,Quambatook Community Resource Centre,-35.8512466,143.5208609,VIC,community_centre,,,,Guthrie Street,Quambatook,3540,,,,,
,Workskil Australia,-37.7385709,144.9668551,VIC,,ngo,,,Sydney Road,,,+61 3 9945 2400,https://www.workskil.com.au/,,Mo-Fr 09:00-17:00,
,Meals On Wheels,-34.6384028,148.0246365,VIC,social_facility,,,,,,,,,,,
,Ramco Institute,-34.1705447,139.9371504,SA,community_centre,,,,,,,,,,,
,Morgan & District Community Hub,-34.0336338,139.6684386,SA,community_centre,,,,,,,,,,,
,Morgan Meals on Wheels,-34.0333785,139.6691783,SA,social_facility,,food_bank,underprivileged,,,,,,,,
,Morgan Lion Shed,-34.0337281,139.670234,SA,community_centre,,,,,,,,,,,
,Morgan Institute,-34.0334181,139.6698774,SA,community_centre,,,,,,,,,,,
,Booleroo Centre Men's Shed,-32.8794546,138.3524754,SA,community_centre,,,,,,,,,,,
,Mission Australia,-32.4933531,137.7659603,SA,,ngo,,,,,,,,,,
,Olympic Dam NTP Representative Corporation Limited,-32.4907618,137.7632885,SA,,ngo,,,,,,,,,,
,Darke Peak War Memorial Hall,-33.4690584,136.2000556,SA,community_centre,,,,,,,,,,,
,CWA Kimba,-33.1380622,136.4183164,SA,community_centre,,,,,,,,,,,
,Kimba Pioneer Memorial Hall,-33.1389479,136.4198862,SA,community_centre,,,,,,,,,,,
,Our Town,-33.1383835,136.4204426,SA,,ngo,,,High Street,Kimba,5641,+61 499 272 024,https://www.ourtownsa.com.au/,hello@ourtownkimba.com.au,,
,Loyal Care,-33.8709829,150.9578217,NSW,social_facility,,,,The Crescent,Fairfield,,+61 2 8739 6324,https://loyalcare.com.au,loyalcare2@gmail.com,,
,Camp Sovereignty,-37.8230515,144.9723843,VIC,community_centre,,,,,,,,,,,
,Catholic Care,-31.9590942,141.4645841,NSW,social_facility,,,,Argent Street,Broken Hill,2880,,,,,
,Lifeline Connect,-31.9599384,141.4625825,NSW,,ngo,,,Argent Street,Broken Hill,2880,,,,,
,Catholic Care,-31.5596793,143.3773316,NSW,,ngo,,,,,,,,,,
,Catholic Care,-31.4974522,145.8361923,NSW,,ngo,,,,,,,,,,
,CWA Cobar,-31.4966403,145.8383339,NSW,community_centre,,,,,,,,,,,
,Cobar Youth & Community Centre,-31.5001864,145.8397854,NSW,community_centre,,,,,,,,,,,
,Yilabara,-31.498281,145.8360897,NSW,,ngo,,,Barton Street,Cobar,2835,,,,,
,Meadows Community Hall,-35.1815141,138.7584755,SA,community_centre,,,,,,,,,,,
,Warren Local Aboriginal Land Council,-31.7013736,147.8374746,NSW,,ngo,,,Dubbo Street,Warren,2824,,,,,
,Community Transport Warren,-31.7022793,147.8383028,NSW,,ngo,,,,,,+61 2 6847 4578,,,,
,,-31.7005991,147.8363379,NSW,community_centre,,,,,,,,,,,
,Collie Soldiers Memorial Hall,-31.6639384,148.3021774,NSW,community_centre,,,,,,,,,,,
,CWA Collie,-31.6640227,148.3022999,NSW,community_centre,,,,,,,,,,,
,Red Chief Local Aboriginal Council,-30.9779748,150.2500285,NSW,,ngo,,,,,,,,,,
,Homes North,-30.9767882,150.2518746,NSW,social_facility,,,,,,,,,,,
,Gunnedah Family Support,-30.9772032,150.2527949,NSW,social_facility,,,,Conadilly Street,Gunnedah,2380,,https://www.gunnedahfamilysupport.org.au/,,,
,Ebdale community hub and learning centre,-38.1370414,145.1268208,VIC,social_facility,,,,Ebdale Street,,,,https://www.frankston.vic.gov.au/Community-and-Health/Community-Centres/Ebdale-Community-Hub,,,
,Catholic Education Office,-34.9196171,138.5698804,SA,,ngo,,,,,,,,,,
,ChaplainWatch,-24.8650043,152.3520394,QLD,social_facility,,,,,,,,,,,
,ChaplainWatch,-23.8393306,151.2534627,QLD,social_facility,,,,Goondoon Street,Gladstone Central,4680,,https://www.chaplainwatch.org.au/gladstone-chaplainwatch,,,
,Arcoora Kitchen,-28.4689432,153.0525459,QLD,community_centre,,,,,,,,,,24/7,
,The SSI Gateway,-27.6405816,153.1089502,QLD,community_centre,,,,Wembley Road,Logan Central,4114,,,,,
,PHN Western NSW,-33.409905,149.5837042,NSW,,ngo,,,,,,,https://www.wnswphn.org.au/,,,
,PHN Western NSW,-33.2972203,149.1204384,NSW,,ngo,,,,,,,https://www.wnswphn.org.au/,,,
,Child and Parent Centre - Halls Creek,-18.2246612,127.6708445,WA,community_centre,,,,Duncan Road,Halls Creek,,,,,Mo-Fr 08:30-11:00,yes
,NDVR Endeavour Foundation,-28.213241,152.033328,QLD,social_facility,,,,,,,,https://www.endeavour.com.au/,,,
,Headspace Warwick,-28.2146395,152.0330732,QLD,community_centre,,,,,,,,,,,
,Emerging Tech Hub,-35.2808944,149.1306987,ACT,community_centre,,,,,,,,,,"""After hours, run by volunteers. best check with location in advance to confirm.""",yes
,Rockingham Youth Centre,-32.2858937,115.7510831,WA,community_centre,,,,MacKinnon Street,Rockingham,6168,,,,,
,QCWA Allora,-28.0355338,151.980889,QLD,community_centre,,,,Warwick Street,Allora,4362,,,,,
,Victoria Hill QCWA,-28.0151504,151.7902918,QLD,community_centre,,,,Dalrymple Creek Road,Victoria Hill,4361,,,,,
,Pampas Memorial Hall,-27.7913502,151.4107354,QLD,community_centre,,,,Gore Highway,Pampas,4352,,,,,
,Waminda,-27.1817752,151.2643825,QLD,social_facility,,,disabled,,,,+61 7 4662 1434,,,,
,Save Darling Downs,-27.1811393,151.2663574,QLD,,ngo,,,,,,,,,,
,Kogan Community Centre,-27.0401686,150.7619347,QLD,community_centre,,,,,,,,,,,
,Woronora Heights Community Centre,-34.033704,151.0253612,NSW,community_centre,,,,,,,,,,,
,Catalyst Support Services,-26.741111,150.6225887,QLD,social_facility,,,senior;disabled,,,,,,,,
,QCWA Kumbia,-26.6917122,151.6535166,QLD,community_centre,,,,,,,,,,,
,Huon Valley Christian Centre,-43.1623061,147.0781011,TAS,community_centre,,,,Mary Street (Channel Highway),Cygnet,7112,,,,,
,South Burnett Care,-26.5452599,151.83933,QLD,social_facility,,,disabled;senior,,,,+61 7 4162 7300,https://sbcare.org.au,,,
,,-26.543246,151.8384886,QLD,community_centre,,,,,,,,,,,
,Centacare,-26.5396972,151.8392389,QLD,social_facility,,,,,,,,,,,
,Bunya Care,-26.5393588,151.8372862,QLD,social_facility,,,,,,,,,,,
,Kaarakin Care Support Services,-26.2411026,151.9401983,QLD,social_facility,,,,,,,,,,,
,,-26.1829763,152.0702374,QLD,community_centre,,,,,,,,,,,
,The Pajama Foundation,-27.4390287,153.0430229,QLD,social_facility,,outreach,,,,,,,,,
,Wowan RSL Hall,-23.9064734,150.1952187,QLD,community_centre,,,,,,,,,,,
,RTC,-23.9074492,150.1952722,QLD,community_centre,,,,Pheasant Creek Road,Wowan,4702,,,,,
,Wowan Dululu Multi-Purpose Centre,-23.9061137,150.1973162,QLD,social_facility,,,,,,,,https://www.wdmpc.org/,,,
,Wowan/Dululu Multi-Purpose Centre - Community Fitness Centre,-23.9069824,150.1968427,QLD,social_facility,,,,Railway Avenue,Wowan,4702,+61 7 4937 1119,https://www.wdmpc.org/,,,
,Dingo Community Hall,-23.6470372,149.3326091,QLD,community_centre,,,,,,,,,,,
,IMPACT Community Services,-24.8552385,152.3758185,QLD,,ngo,,,,,,,,,,
,Newborough Senior Citizens Club,-38.1776903,146.3003002,VIC,community_centre,,,,,,,,,,,
,Breakaway Creek Hall,-38.003375,141.8194523,VIC,community_centre,,,,,,,,,,,
,Gawler Supportive Care Evanston,-34.6281139,138.7321894,SA,social_facility,,nursing_home,senior,,,,,,,,
,Evanston Park,-34.6224054,138.7423407,SA,social_facility,,nursing_home,senior,,,,,,,,
,Gawler Hillside Care Community,-34.6023365,138.7515787,SA,social_facility,,nursing_home,senior,,,,,,,,
,Barossa Village Inc.,-34.467359,138.978713,SA,social_facility,,group_home,senior,,,,,,,,
,CQID,-23.5242846,148.1581074,QLD,,ngo,,,,,,,https://cqid.com.au/about-us/,,,
,Vinnies Donation Bin,-34.637337,148.0252056,VIC,,charity,,,,,,,,,,
,QCWA Tambo,-24.8829806,146.2538912,QLD,community_centre,,,,,,,,,,,
,Tambo Multipurpose Centre,-24.8831589,146.2545466,QLD,community_centre,,,,,,,,,,,
,Cooks Gap Community Hall,-32.33814,149.6747723,NSW,community_centre,,,,,,,,,,,
,Mitchell and District Landcare Association,-26.4871747,147.9762008,QLD,,ngo,,,Cambridge Street,Mitchell,4465,,,landcare.mitchell@gmail.com,,
